,Utterance,Response
326806,"lmao bri. hahahaha it's an fb event, i can invite you if you want 😂",literally not invited. lmfao ✌🏼️😂
326820,"seems even weirder that it became a ""story"" with a single uncorroborated source mouthing off on twitter. but that's…","they've gone from ""blame obama"" to ""blame sid blumenthal."" 😃😀😂😂"
326990,crying @ the videos i have saved in snapchat of danielle &amp; jess oh god 😭😂😂😂,oh god i can only imagine what they are 😭😭😭😂😂😂😂
327038,"my first reaction: wait, he's not in act 3.... 😂",well he kinda is 😅
327310,someone come get their father 😂😂,this is what tomorrow is gonna look like
327396,"ccc just said i owe them 1,566 and gotta pay half of it upfront looks like i'm getting a pot and baking soda",same shit with me 😂
327510,i'm just relaying the message 😂😂,"from who, adams? awwh i'll have to get on that man"
327988,the look on face when she gets hit by the 🚄🇺🇸🇺🇸 nov.8th 😂😂😂,.😂😂😂 can't wait till monday night sista 👊🍻
328026,"i have to say, never a dull day working 😂",i'm listening :)
328038,you need some coffee or new pussy in your life bro lol.. 😂😂,lol just needed coffee bruh
328040,yo word 2 my flag i wasnt subbin u. i just knw a bottle girl wit a deep ass voice lmaoo 😂😂,oh i feel u. i met one like that last night and she was singing that happy birthday in spanish song.
328226,"""kanye west's pt. 2 exhibits troping through his use of using music from desiigner's panda...""",that has to be the best test answer ever 😂😂
328318,do some research and let me know where to get them 😂,bitch i'm busy lol you let me know 😂
328364,my work here is done. this is the earliest i've ever voted absentee - but 50 other people beat me to it at this loc…,"but i mean, you haven't even seen the debates yet. something they say could change your....bwahahahahaha. 😂😂😂😂😂"
328542,you just can't face that you were wrong. wow. 😂😂😂😂😂,everyone has their own opinion
328612,"i have to say, never a dull day working 😂",wait are we still replying to threads for testing? 😋
328624,well i could have said one of the best old guys i know...but i have been taught to respect my elders 😂😂😂,but truthfully buddy wish you could be at the coliseum...but i'll see you in a few weeks for afl! birthday drinks for you then!
329008,i hate you 😂,i tried to track it down the next morning. gone. so very gone. still annoyed by it.
329286,hahahha yes because this is high key how i talk 😂😂,hahaha omg i can so see it 😂😂😂 especially at the end lmaoo
329574,no way ! i'm gunna have to see this 😂,😂 you can pause videos by looking away from your screen too lol
329622,niiice! i am going for that tomorrow! see you there😀,awesome. the more swahili speakers the better 😂😂
329684,holmes &amp; moriarty working together 🕵🏻😂,". get on the phone, we have the new rizzoli &amp; isles."
329840,"she doesn't really look into things does she, she probably thought the c on the email meant coffee 😂",lmao bro she tried to be funny and she is not. organically she cannot be funny. u can see tho it was bothering her. esp when he made
329848,tonight it's all about getting wasted on k. it's been 5 days! 👍😜🍺,later for me countdown on 5hrs &amp; 17min 😂😂to 🍻🍻damn i'm bored 😂
329866,"she doesn't really look into things does she, she probably thought the c on the email meant coffee 😂",the pants suit comment that he want to go as a librarian from outer space lmao hahahh
329940,yup! one of many people involved haha!,"haha it looked like a lot of fun, although i'm not sure i'd want to operate the dow via kayak like josh wurman did 😂😂"
329970,lmaaaaaaooooo my late night amazon shopping needs to be stopped... what has it come to,i'm dying i love it 😂😂
329978,get your facts straight 😂,"so, america should murder drug pushers/users too? what facts are you referring to, a nation murdering citizens for poor judgement?"
329992,"she doesn't really look into things does she, she probably thought the c on the email meant coffee 😂",bro i just watched it again i missed i dont know how the ivanka/chelsea friends question re: the 2of them talkin about crushes boys&gt;
330006,"she doesn't really look into things does she, she probably thought the c on the email meant coffee 😂",might have on the single ivanka.. like chelseas dad hahhhahhahj
330192,sorry i haven't posted on instagram in a while.. i have a huge pimple on my nose 😭,your pimple is as gorgeous as you😁 i couldn't type that with a straight face😂
330312,hillary clinton demands step-stool at debate,"😂😂 if gets one, give one to too 😂😂"
330324,lmfaoooo bitch why do you know my faces?!?!?? 😩😩😩😩😂,😂. my bitch👭👯
330358,this = amazing. you know i love a good tweetstorm. totally worth for these instances only. 😂😂,this is too much!
330514,about to do the same rt lol,it's only right 😂😂😂
330720,i know! dublin to london is the worst. it's so far from customs once you land.,noted! never flown to dublin from london. i never will! 😂
330784,"she doesn't really look into things does she, she probably thought the c on the email meant coffee 😂",hah that flew over my noggin for a second.. good one tho
330836,pizza express yeahhhhh,that perm just overpowers everything else going on 😶😂
330956,if a girl grab my dick we fuckin. this ain't for no demonstration,im fasho right behind her after that😂
331148,he's in freaking utah right now 😂,meeting up with a tinder girl? 😂
331230,watching my every move...,i love the treat bowl that's been turned over. 😂
331302,"it's not that complicated 💗💜💙 (w/ , calypso_may, )",his face when he's doing homework omg😭😂
331534,i'm trying to do some shoots like that 😭😂,where you gon get a sword from 😂
331546,you guys? i'm bisexual myself so.. what's your point being? 😂,"again if you want to fall in line and thank cishet people for the meager scraps they give you, that’s your prerogative, honey."
331564,thinking of throwing a little brunch party next month 🤔.,first u got me with the grill &amp; now brunch? bruh u talking my language 😂
331602,u clearly haven't met logan! 😩😂,she's my bestie in my head so i'm quite sure i know her
331758,yo fam....this country....wow,i lost braincells just watching this how can people be so stupid? 😂😂😂
332084,ok new game. wave shooter staring clippy... someone make it!!! 😂,i've been brainstorming vr games to try to build something simple in oct. this might be it.
332146,whenever people are like “dating must be so much easier for queer women” it’s like they don’t even take into account my cat allergy,i love this tweet &amp; hate it in equal measure 😂 😂😂
332230,this is the best,started cracking up when bart kicked homer off the couch 😂😂
332238,i'm taking this later. too much to do right now.,i've taken it twice. the enbassy is safe.... cuz i don't work there😂😂😂😂
332272,'s snapchat stories over the weekends always have me dying 😂😂😂,thank you 😂
332304,didn't happen for me. 2 children and still a noodle.,gotta feed you some bbq then. 😂
332402,you was gone before we even sparked the second one 😂,bruh omg i know !!! lol i didn't even smoke the second damn blunt lol smh
332678,this pic is the best commentary ab brangelina's breakup: the roll out of the filing feels intentional. angelina is…,word she's real calm you know it's was something serious for her to be so calm 😂
332720,really glad you guys enjoyed! :) i like to imagine you talking about this pre-aladdin. 😂,we were!!!! 😂😂
332732,millionaires still shit and sleep like us untouchables,yeah but these guys show up in bentleys and shit and my dad is in a stained wife beater😂
332738,lmfao i'm on the side of facts. don't act like we not out here clappin niggas 😂,"aight lol but before us, it was all whiteys fault"
